chr1	809641
chr1	812761
chr1	817186
chr1	818954
chr1	825532
chr1	825767
chr1	833068
chr1	836587
chr1	837375
chr1	841742
chr1	843942
chr1	847601
chr1	855811
chr1	860608
chr1	873251
chr1	873548
chr1	874906
chr1	889689
chr1	894801
chr1	896109
chr1	896529
chr1	896686
chr1	896732
chr1	896798
chr1	896938
chr1	897538
chr1	897843
chr1	897922
chr1	898261
chr1	898279
chr1	898283
chr1	898444
chr1	898676
chr1	900119
chr1	901516
chr1	903175
chr1	905705
chr1	911848
chr1	917495
chr1	931513
chr1	969562
chr1	969637
chr1	986336
chr1	995153
chr1	995371
chr1	995543
chr1	1008307
chr1	1008527
chr1	1008588
chr1	1009184
chr1	1011654
chr1	1012158
chr1	1016623
chr1	1053123
chr1	1057439
chr1	1057474
chr1	1065797
chr1	1092879
chr1	1094425
chr1	1095185
chr1	1095253
chr1	1096593
chr1	1098216
chr1	1098246
chr1	1098290
chr1	1098300
chr1	1098614
chr1	1098619
chr1	1098820
chr1	1099309
chr1	1101480
chr1	1101496
chr1	1103805
chr1	1103888
chr1	1104437
chr1	1104646
chr1	1105092
chr1	1105560
chr1	1105605
chr1	1106320
chr1	1106406
chr1	1107293
chr1	1107547
chr1	1107673
chr1	1107882
chr1	1110784
chr1	1111994
chr1	1114570
chr1	1118005
chr1	1118696
chr1	1118835
chr1	1119363
chr1	1129422
chr1	1129916
chr1	1135738
chr1	1135812
chr1	1152303
chr1	1153768
chr1	1155177
chr1	1175206
chr1	1185051
chr1	1185634
chr1	1186245
chr1	1186414
chr1	1186644
chr1	1187535
chr1	1187726
chr1	1188054
chr1	1188877
chr1	1189019
chr1	1189283
chr1	1189511
chr1	1189730
chr1	1190856
chr1	1190875
chr1	1191614
chr1	1191942
chr1	1192000
chr1	1192127
chr1	1192143
chr1	1192301
chr1	1192463
chr1	1192951
chr1	1193049
chr1	1193141
chr1	1194292
chr1	1194327
chr1	1194713
chr1	1194826
chr1	1195100
chr1	1196039
chr1	1196061
chr1	1196201
chr1	1275583
chr1	1275912
chr1	1277269
chr1	1277844
chr1	1280815
chr1	1306420
chr1	1306704
chr1	1313807
chr1	1316929
chr1	1362414
chr1	1363986
chr1	1364253
chr1	1364282
chr1	1364566
chr1	1364721
chr1	1365566
chr1	1366008
chr1	1366062
chr1	1366292
chr1	1366453
chr1	1368514
